	SRR1795409_1	SRR1795425_1
ENSG00000188536	0	0
ENSG00000188542	13	23
ENSG00000188549	8	20
ENSG00000188554	695	744
ENSG00000188558	0	0
ENSG00000188559	538	188
ENSG00000188566	131	151
ENSG00000188573	3	11
ENSG00000188580	3	3
ENSG00000188581	0	0
ENSG00000188582	2	10
ENSG00000188585	0	0
ENSG00000188596	16	28
ENSG00000188603	0	0
ENSG00000188610	18	9
ENSG00000188611	2	4
ENSG00000188612	852	2871
ENSG00000188613	4	163
ENSG00000188620	0	9
ENSG00000188624	0	0
ENSG00000188626	2	0
ENSG00000188629	6	9
ENSG00000188636	63	262
ENSG00000188641	1	2
ENSG00000188643	0	2
ENSG00000188647	303	151
ENSG00000188649	18	0
ENSG00000188655	0	0
ENSG00000188659	10	2
ENSG00000188672	3	1
ENSG00000188674	0	0
ENSG00000188676	2	1
ENSG00000188677	214	97
ENSG00000188687	16	2
ENSG00000188690	417	129
ENSG00000188691	0	0
ENSG00000188694	0	0
ENSG00000188706	189	264
ENSG00000188707	35	3
ENSG00000188710	3	0
ENSG00000188716	0	0
ENSG00000188725	129	104
ENSG00000188729	8	22
ENSG00000188730	0	0
ENSG00000188732	32	143
ENSG00000188735	107	202
ENSG00000188738	344	0
ENSG00000188739	1189	607
ENSG00000188747	19	6
ENSG00000188760	6	11
ENSG00000188761	4	0
ENSG00000188763	36	25
ENSG00000188766	1	7
ENSG00000188770	0	0
ENSG00000188771	3	0
ENSG00000188778	0	0
ENSG00000188779	16	17
ENSG00000188782	0	0
ENSG00000188783	0	0
ENSG00000188784	0	0
ENSG00000188785	72	70
ENSG00000188786	95	91
ENSG00000188800	0	0
ENSG00000188803	0	0
ENSG00000188807	130	481
ENSG00000188811	113	141
ENSG00000188816	0	3
ENSG00000188817	0	0
ENSG00000188818	8	1
ENSG00000188820	0	0
ENSG00000188822	0	0
ENSG00000188827	238	81
ENSG00000188828	0	0
ENSG00000188833	3	0
ENSG00000188846	5705	2236
ENSG00000188848	70	108
ENSG00000188859	0	0
ENSG00000188868	0	7
ENSG00000188869	20	1
ENSG00000188878	169	25
ENSG00000188883	62	13
ENSG00000188886	0	0
ENSG00000188895	237	93
ENSG00000188897	61	1
ENSG00000188906	65	115
ENSG00000188909	0	0
ENSG00000188910	1	2
ENSG00000188916	24	0
ENSG00000188917	271	124
ENSG00000188921	8	14
ENSG00000188931	55	0
ENSG00000188937	0	0
ENSG00000188938	63	53
ENSG00000188958	0	0
ENSG00000188959	0	0
ENSG00000188976	1803	2583
ENSG00000188981	0	0
ENSG00000188984	0	0
ENSG00000188986	509	593
ENSG00000188991	0	0
ENSG00000188992	7	0
ENSG00000188993	10	0
ENSG00000188994	1234	404
ENSG00000188996	8	6
ENSG00000188997	26	10
ENSG00000189001	5	0
ENSG00000189007	146	66
ENSG00000189013	0	0
ENSG00000189023	0	0
ENSG00000189030	0	0
ENSG00000189037	1	0
ENSG00000189042	159	307
ENSG00000189043	659	1421
ENSG00000189045	3	0
ENSG00000189046	224	164
ENSG00000189050	194	130
ENSG00000189051	0	0
ENSG00000189052	0	0
ENSG00000189056	0	2
ENSG00000189057	0	698
ENSG00000189058	0	6
ENSG00000189060	155	333
ENSG00000189064	0	0
ENSG00000189067	21	151
ENSG00000189068	0	0
ENSG00000189077	50	109
ENSG00000189079	821	770
ENSG00000189090	0	0
ENSG00000189091	5604	5360
ENSG00000189099	33	0
ENSG00000189108	1	0
ENSG00000189114	9	24
ENSG00000189120	2	5
ENSG00000189127	5	17
ENSG00000189129	0	0
ENSG00000189132	0	0
ENSG00000189134	0	2
ENSG00000189139	0	0
ENSG00000189143	0	1
ENSG00000189144	120	111
ENSG00000189152	0	0
ENSG00000189157	0	0
ENSG00000189159	913	1778
ENSG00000189164	86	137
ENSG00000189167	1	0
ENSG00000189169	0	0
ENSG00000189171	160	278
ENSG00000189180	338	144
ENSG00000189181	0	0
ENSG00000189182	0	0
ENSG00000189184	42	41
ENSG00000189186	1	0
ENSG00000189190	0	15
ENSG00000189195	47	94
ENSG00000189221	28	180
ENSG00000189227	45	159
ENSG00000189233	3	1
ENSG00000189241	1124	2386
ENSG00000189252	0	0
ENSG00000189253	0	0
ENSG00000189266	96	17
ENSG00000189269	8	0
ENSG00000189280	0	0
ENSG00000189283	27	38
ENSG00000189292	6	1
ENSG00000189298	80	62
ENSG00000189299	0	0
ENSG00000189306	480	690
ENSG00000189308	335	200
ENSG00000189319	200	58
ENSG00000189320	0	0
ENSG00000189325	0	0
ENSG00000189326	0	0
ENSG00000189334	0	0
ENSG00000189337	23	48
ENSG00000189339	62	37
ENSG00000189350	4	8
ENSG00000189357	0	0
ENSG00000189362	67	39
ENSG00000189366	21	12
ENSG00000189367	170	4
ENSG00000189369	3	165
ENSG00000189375	0	0
ENSG00000189376	68	50
ENSG00000189377	2	0
ENSG00000189401	0	0
ENSG00000189403	1897	1945
ENSG00000189409	3	0
ENSG00000189410	26	25
ENSG00000189420	0	1
ENSG00000189430	0	0
ENSG00000189431	0	0
ENSG00000189433	0	0
ENSG00000196071	0	0
ENSG00000196072	144	254
ENSG00000196074	54	0
ENSG00000196081	51	35
ENSG00000196083	35	46
ENSG00000196090	0	0
ENSG00000196091	0	2
ENSG00000196092	0	2
ENSG00000196098	0	0
ENSG00000196099	0	0
ENSG00000196104	13	0
ENSG00000196109	0	5
ENSG00000196110	46	35
ENSG00000196116	231	334
ENSG00000196118	98	78
ENSG00000196119	0	0
ENSG00000196123	37	22
ENSG00000196126	9	91
ENSG00000196131	0	0
ENSG00000196132	18	3
ENSG00000196136	0	0
ENSG00000196139	0	0
ENSG00000196141	250	350
ENSG00000196150	84	46
ENSG00000196151	91	171
ENSG00000196152	92	40
ENSG00000196154	2	2
ENSG00000196155	283	97
ENSG00000196156	0	0
ENSG00000196159	326	251
ENSG00000196166	0	0
ENSG00000196169	0	1
ENSG00000196171	0	1
ENSG00000196172	5	28
ENSG00000196177	188	786
ENSG00000196182	183	100
ENSG00000196184	0	0
ENSG00000196187	164	111
ENSG00000196188	0	0
ENSG00000196189	2	2
ENSG00000196196	0	0
ENSG00000196199	363	162
ENSG00000196208	90	12
ENSG00000196209	0	0
ENSG00000196214	80	68
ENSG00000196218	7	3
ENSG00000196220	22	29
ENSG00000196224	0	0
ENSG00000196227	201	21
ENSG00000196228	0	0
ENSG00000196230	6563	13579
ENSG00000196233	798	534
ENSG00000196235	834	2468
ENSG00000196236	312	305
ENSG00000196240	0	0
ENSG00000196242	0	0
ENSG00000196247	299	123
ENSG00000196248	0	0
ENSG00000196260	0	0
ENSG00000196262	4266	8423
ENSG00000196263	5	11
ENSG00000196266	0	0
ENSG00000196267	27	14
ENSG00000196268	38	15
ENSG00000196275	1	0
ENSG00000196277	0	0
ENSG00000196284	77	117
ENSG00000196289	0	0
ENSG00000196290	394	378
ENSG00000196296	42	19
ENSG00000196305	7893	4501
ENSG00000196312	18	4
ENSG00000196313	178	70
ENSG00000196323	414	184
ENSG00000196329	0	0
ENSG00000196335	2	0
ENSG00000196337	0	0
ENSG00000196338	7	3
ENSG00000196341	0	0
ENSG00000196344	1	0
ENSG00000196345	5	2
ENSG00000196350	0	1
ENSG00000196352	300	303
ENSG00000196353	0	2
ENSG00000196357	23	33
ENSG00000196358	1	3
ENSG00000196361	0	1
ENSG00000196363	603	704
ENSG00000196365	1105	1352
ENSG00000196367	3205	2185
ENSG00000196368	43	14
ENSG00000196369	30	9
ENSG00000196371	23	11
ENSG00000196372	124	97
ENSG00000196376	112	162
ENSG00000196378	37	17
ENSG00000196381	1	3
ENSG00000196387	131	96
ENSG00000196388	9	6
ENSG00000196391	29	21
ENSG00000196396	401	692
ENSG00000196405	183	87
ENSG00000196406	0	0
ENSG00000196407	0	0
ENSG00000196408	49	1
ENSG00000196411	541	257
ENSG00000196415	0	1
ENSG00000196417	88	49
ENSG00000196418	309	31
ENSG00000196419	6235	6435
ENSG00000196420	0	1
ENSG00000196421	2	2
ENSG00000196422	190	64
ENSG00000196427	0	0
ENSG00000196428	199	210
ENSG00000196431	0	0
ENSG00000196433	8	0
ENSG00000196436	9	0
ENSG00000196437	117	209
ENSG00000196440	68	17
ENSG00000196449	291	675
ENSG00000196453	154	205
ENSG00000196455	931	742
ENSG00000196456	10	24
ENSG00000196458	43	106
ENSG00000196459	75	80
ENSG00000196460	0	0
ENSG00000196465	327	152
ENSG00000196466	33	20
ENSG00000196468	0	0
ENSG00000196470	182	173
ENSG00000196475	0	2
ENSG00000196476	41	101
ENSG00000196482	16	0
ENSG00000196497	1869	1196
ENSG00000196498	400	631
ENSG00000196502	20	309
ENSG00000196503	0	0
ENSG00000196504	3388	2390
ENSG00000196505	331	333
ENSG00000196507	12	32
ENSG00000196510	1013	1509
ENSG00000196511	7	4
ENSG00000196517	35	64
ENSG00000196526	139	87
ENSG00000196531	5191	5820
ENSG00000196535	191	183
ENSG00000196539	0	0
ENSG00000196542	0	0
ENSG00000196544	53	65
ENSG00000196547	258	102
ENSG00000196549	33	27
ENSG00000196550	23	3
ENSG00000196553	10	0
ENSG00000196557	142	11
ENSG00000196562	199	474
ENSG00000196565	0	0
ENSG00000196569	19	3
ENSG00000196570	0	0
ENSG00000196576	461	783
ENSG00000196578	0	0
ENSG00000196581	0	0
ENSG00000196584	290	182
ENSG00000196586	529	1634
ENSG00000196588	162	199
ENSG00000196589	0	0
ENSG00000196591	2888	4153
ENSG00000196597	181	19
ENSG00000196600	0	0
ENSG00000196604	0	13
ENSG00000196605	24	2
ENSG00000196611	0	1
ENSG00000196616	0	0
ENSG00000196620	0	0
ENSG00000196628	150	342
ENSG00000196632	362	125
ENSG00000196636	138	383
ENSG00000196639	1	6
ENSG00000196642	1231	634
ENSG00000196646	85	119
ENSG00000196652	329	108
ENSG00000196653	20	17
ENSG00000196655	293	382
ENSG00000196659	47	82
ENSG00000196660	8	44
ENSG00000196663	255	222
ENSG00000196664	0	0
ENSG00000196666	0	0
ENSG00000196670	368	123
ENSG00000196678	307	178
ENSG00000196683	479	689
ENSG00000196684	2	0
ENSG00000196689	127	8
ENSG00000196693	327	46
ENSG00000196700	470	353
ENSG00000196704	498	243
ENSG00000196705	169	53
ENSG00000196711	13	3
ENSG00000196712	1685	882
ENSG00000196715	60	51
ENSG00000196724	2	1
ENSG00000196730	321	224
ENSG00000196734	0	0
ENSG00000196735	1	1
ENSG00000196739	183	18
ENSG00000196743	91	255
ENSG00000196747	1508	989
ENSG00000196748	3	12
ENSG00000196754	1	4
ENSG00000196757	112	57
ENSG00000196767	0	0
ENSG00000196772	0	0
ENSG00000196776	404	471
ENSG00000196778	0	0
ENSG00000196781	381	394
ENSG00000196782	46	69
ENSG00000196787	3613	4421
ENSG00000196792	614	528
ENSG00000196793	87	172
ENSG00000196800	0	0
ENSG00000196805	0	0
ENSG00000196811	36	0
ENSG00000196812	96	46
ENSG00000196814	45	94
ENSG00000196821	173	285
ENSG00000196826	0	0
ENSG00000196832	0	0
ENSG00000196834	0	0
ENSG00000196839	101	188
ENSG00000196843	34	55
ENSG00000196844	1	0
ENSG00000196850	92	184
ENSG00000196859	0	0
ENSG00000196860	7	1
ENSG00000196862	0	4
ENSG00000196865	562	770
ENSG00000196866	481	432
ENSG00000196867	47	49
ENSG00000196872	6	30
ENSG00000196873	18	0
ENSG00000196876	115	13
ENSG00000196878	1	22
ENSG00000196890	1026	426
ENSG00000196900	1	0
ENSG00000196911	393	285
ENSG00000196912	277	8
ENSG00000196914	2056	518
ENSG00000196917	0	0
ENSG00000196923	105	269
ENSG00000196924	5566	7975
ENSG00000196932	0	4
ENSG00000196935	58	109
ENSG00000196937	157	270
ENSG00000196943	345	198
ENSG00000196944	0	0
ENSG00000196946	0	0
ENSG00000196950	594	937
ENSG00000196954	0	1
ENSG00000196961	536	645
ENSG00000196967	28	78
ENSG00000196968	70	109
ENSG00000196972	0	1
ENSG00000196975	87	186
ENSG00000196976	242	291
ENSG00000196981	74	30
ENSG00000196990	0	0
ENSG00000196993	0	0
ENSG00000196998	186	268
ENSG00000197006	507	216
ENSG00000197008	121	67
ENSG00000197013	22	39
ENSG00000197016	52	30
ENSG00000197019	28	59
ENSG00000197020	209	140
ENSG00000197021	59	27
ENSG00000197024	183	231
ENSG00000197037	198	146
ENSG00000197043	1033	1912
ENSG00000197044	21	46
ENSG00000197045	271	402
ENSG00000197046	1	0
ENSG00000197050	101	175
ENSG00000197054	0	0
ENSG00000197056	740	460
ENSG00000197057	0	0
ENSG00000197061	4885	8226
ENSG00000197062	133	94
ENSG00000197063	22	38
ENSG00000197070	126	226
ENSG00000197077	660	257
ENSG00000197079	4	0
ENSG00000197081	2205	1554
ENSG00000197084	0	0
ENSG00000197093	1	5
ENSG00000197102	12330	4355
ENSG00000197106	6	10
ENSG00000197110	0	0
ENSG00000197111	2454	6264
ENSG00000197114	29	33
ENSG00000197119	25	88
ENSG00000197121	303	297
ENSG00000197122	96	278
ENSG00000197123	0	0
ENSG00000197124	2	25
ENSG00000197125	0	0
ENSG00000197128	40	114
ENSG00000197134	0	16
ENSG00000197136	584	156
ENSG00000197140	12	0
ENSG00000197142	3	0
ENSG00000197147	260	117
ENSG00000197150	167	221
ENSG00000197153	686	26
ENSG00000197157	2301	3200
ENSG00000197162	24	6
ENSG00000197165	2	2
ENSG00000197168	25	3
ENSG00000197170	1025	2861
ENSG00000197172	31	0
ENSG00000197177	0	0
ENSG00000197181	1	1
ENSG00000197183	9	43
ENSG00000197191	5	1
ENSG00000197208	13	5
ENSG00000197213	0	0
ENSG00000197217	236	77
ENSG00000197223	98	207
ENSG00000197226	1452	499
ENSG00000197233	0	0
ENSG00000197238	670	32
ENSG00000197241	0	0
ENSG00000197245	1	0
ENSG00000197249	0	0
ENSG00000197253	0	1
ENSG00000197256	93	256
ENSG00000197261	4	16
ENSG00000197265	226	584
ENSG00000197272	0	0
ENSG00000197273	0	0
ENSG00000197275	129	162
ENSG00000197279	109	57
ENSG00000197283	48	25
ENSG00000197296	52	123
ENSG00000197299	1635	414
ENSG00000197302	30	32
ENSG00000197309	0	0
ENSG00000197312	350	438
ENSG00000197321	142	211
ENSG00000197323	985	810
ENSG00000197324	99	222
ENSG00000197329	109	102
ENSG00000197343	428	128
ENSG00000197345	539	650
ENSG00000197353	0	0
ENSG00000197355	44	59
ENSG00000197360	1	4
ENSG00000197361	3	2
ENSG00000197362	121	73
ENSG00000197363	21	4
ENSG00000197364	0	0
ENSG00000197372	182	111
ENSG00000197375	115	137
ENSG00000197380	4	7
ENSG00000197381	168	68
ENSG00000197385	3	2
ENSG00000197386	2598	934
ENSG00000197403	0	0
ENSG00000197405	2	1
ENSG00000197406	1	0
ENSG00000197408	0	1
ENSG00000197409	6	2391
ENSG00000197410	1	8
ENSG00000197415	1	0
ENSG00000197416	1	0
ENSG00000197417	0	0
ENSG00000197428	0	0
ENSG00000197429	126	194
ENSG00000197430	0	0
ENSG00000197437	0	0
ENSG00000197442	357	218
ENSG00000197444	214	59
ENSG00000197446	2	0
ENSG00000197448	249	341
ENSG00000197451	2718	4138
ENSG00000197454	0	0
ENSG00000197457	36	274
ENSG00000197461	9	16
ENSG00000197465	0	0
ENSG00000197467	35	9
ENSG00000197471	0	0
ENSG00000197472	87	31
ENSG00000197479	0	3
ENSG00000197483	37	39
ENSG00000197487	0	0
ENSG00000197496	15	0
ENSG00000197497	0	0
ENSG00000197498	983	1069
ENSG00000197506	0	0
ENSG00000197520	0	0
ENSG00000197530	153	107
ENSG00000197532	0	0
ENSG00000197535	448	519
ENSG00000197540	1	0
ENSG00000197548	436	385
ENSG00000197555	492	157
ENSG00000197557	58	96
ENSG00000197558	7	2
ENSG00000197561	0	0
ENSG00000197562	38	56
ENSG00000197563	337	159
ENSG00000197565	155	92
ENSG00000197566	78	31
ENSG00000197568	31	87
ENSG00000197576	41	35
ENSG00000197579	707	326
ENSG00000197580	16	2
ENSG00000197584	0	0
ENSG00000197586	229	194
ENSG00000197587	9	14
ENSG00000197591	0	0
ENSG00000197594	291	293
ENSG00000197599	1	0
ENSG00000197601	983	1138
ENSG00000197603	1149	582
ENSG00000197608	208	43
ENSG00000197614	0	0
ENSG00000197616	0	0
ENSG00000197619	116	56
ENSG00000197620	23	21
ENSG00000197622	153	134
ENSG00000197629	0	0
ENSG00000197632	0	0
ENSG00000197635	10	41
ENSG00000197641	0	0
ENSG00000197646	0	0
ENSG00000197647	12	32
ENSG00000197651	0	0
ENSG00000197653	29	2
ENSG00000197658	0	0
ENSG00000197674	0	0
ENSG00000197683	0	0
ENSG00000197694	3983	1997
ENSG00000197696	35	27
ENSG00000197702	99	246
ENSG00000197705	8	40
ENSG00000197706	0	0
ENSG00000197712	25	53
ENSG00000197713	462	367
ENSG00000197714	738	658
ENSG00000197721	4	8
ENSG00000197724	330	187
ENSG00000197728	671	1164
ENSG00000197734	10	1
ENSG00000197745	0	0
ENSG00000197746	1842	5382
ENSG00000197747	107	2023
ENSG00000197748	27	14
ENSG00000197753	0	0
ENSG00000197756	8615	6760
ENSG00000197757	43	58
ENSG00000197763	282	92
ENSG00000197766	28	30
ENSG00000197768	4	0
ENSG00000197769	1	0
ENSG00000197771	1657	2265
ENSG00000197774	82	20
ENSG00000197776	2	0
ENSG00000197779	156	62
ENSG00000197780	134	291
ENSG00000197782	184	125
ENSG00000197785	463	520
ENSG00000197786	0	0
ENSG00000197790	1	0
ENSG00000197798	209	141
ENSG00000197808	59	79
ENSG00000197816	163	12
ENSG00000197818	79	98
ENSG00000197822	107	424
ENSG00000197826	5	9
ENSG00000197837	600	1073
ENSG00000197838	0	0
ENSG00000197841	49	56
ENSG00000197849	0	0
ENSG00000197852	5	37
ENSG00000197857	54	38
ENSG00000197858	397	488
ENSG00000197859	0	0
ENSG00000197860	195	298
ENSG00000197863	91	70
ENSG00000197870	3	0
ENSG00000197872	0	18
ENSG00000197879	413	843
ENSG00000197885	86	173
ENSG00000197887	0	0
ENSG00000197888	0	0
ENSG00000197889	0	2
ENSG00000197891	0	0
ENSG00000197892	147	273
ENSG00000197893	0	0
ENSG00000197894	901	713
ENSG00000197901	1	0
ENSG00000197903	2289	870
ENSG00000197905	155	242
ENSG00000197912	544	198
ENSG00000197915	0	2
ENSG00000197919	0	0
ENSG00000197921	0	2
ENSG00000197928	0	23
ENSG00000197930	691	710
ENSG00000197933	74	40
ENSG00000197935	1	0
ENSG00000197937	0	1
ENSG00000197938	0	0
ENSG00000197943	111	111
ENSG00000197948	45	28
ENSG00000197951	81	36
ENSG00000197953	0	0
ENSG00000197956	0	0
ENSG00000197958	6044	1323
ENSG00000197959	95	37
ENSG00000197961	597	318
ENSG00000197965	292	443
ENSG00000197969	2763	683
ENSG00000197971	1	49
ENSG00000197976	236	143
ENSG00000197977	82	203
ENSG00000197978	20	0
ENSG00000197980	1	3
ENSG00000197982	64	148
ENSG00000197991	0	0
ENSG00000197992	0	0
ENSG00000197993	0	0
ENSG00000198000	1280	354
ENSG00000198001	69	107
ENSG00000198003	4	20
ENSG00000198010	0	2
ENSG00000198015	462	940
ENSG00000198018	334	183
ENSG00000198019	0	0
ENSG00000198021	0	0
ENSG00000198026	351	250
ENSG00000198028	0	1
ENSG00000198033	0	1
ENSG00000198034	19001	15293
ENSG00000198039	99	60
ENSG00000198040	205	157
ENSG00000198042	293	541
ENSG00000198046	0	37
ENSG00000198049	0	0
ENSG00000198053	20	66
ENSG00000198055	782	368
ENSG00000198056	392	746
ENSG00000198060	205	606
ENSG00000198062	0	0
ENSG00000198064	0	0
ENSG00000198074	0	0
ENSG00000198075	8	27
ENSG00000198077	0	0
ENSG00000198081	102	90
ENSG00000198083	0	0
ENSG00000198087	664	1014
ENSG00000198088	85	213
ENSG00000198089	351	76
ENSG00000198090	0	0
ENSG00000198092	0	0
ENSG00000198093	145	91
ENSG00000198099	0	0
ENSG00000198104	0	0
ENSG00000198105	87	52
ENSG00000198108	73	72
ENSG00000198113	6	5
ENSG00000198121	39	61
ENSG00000198125	0	0
ENSG00000198128	0	0
ENSG00000198129	0	0
ENSG00000198130	347	495
ENSG00000198131	22	104
ENSG00000198133	8	5
ENSG00000198142	20	67
ENSG00000198146	743	656
ENSG00000198156	1	0
ENSG00000198157	154	229
ENSG00000198160	745	341
ENSG00000198162	846	225
ENSG00000198168	97	68
ENSG00000198169	231	70
ENSG00000198171	499	576
ENSG00000198173	0	0
ENSG00000198176	819	593
ENSG00000198178	0	0
ENSG00000198182	92	321
ENSG00000198183	0	0
ENSG00000198185	0	7
ENSG00000198189	219	227
ENSG00000198198	434	225
ENSG00000198203	24	15
ENSG00000198205	16	12
ENSG00000198208	84	24
ENSG00000198211	3	0
ENSG00000198216	1	0
ENSG00000198218	1000	1119
ENSG00000198223	0	0
ENSG00000198225	0	0
ENSG00000198231	1583	1405
ENSG00000198242	3449	1973
ENSG00000198246	12	47
ENSG00000198252	72	110
ENSG00000198258	458	1640
ENSG00000198265	1328	1046
ENSG00000198270	27	17
ENSG00000198271	0	0
ENSG00000198276	214	228
ENSG00000198283	0	0
ENSG00000198286	0	0
ENSG00000198298	74	57
ENSG00000198300	0	0
ENSG00000198301	842	423
ENSG00000198315	508	221
ENSG00000198324	12	19
ENSG00000198326	0	0
ENSG00000198331	86	41
ENSG00000198336	0	15
ENSG00000198342	2	15
ENSG00000198346	4	42
ENSG00000198353	54	57
ENSG00000198354	0	0
ENSG00000198355	235	577
ENSG00000198356	423	807
ENSG00000198363	784	1676
ENSG00000198369	30	74
ENSG00000198373	243	254
ENSG00000198380	553	1188
ENSG00000198382	253	101
ENSG00000198390	0	0
ENSG00000198393	121	64
ENSG00000198398	0	0
ENSG00000198399	445	282
ENSG00000198400	4	0
ENSG00000198408	1926	1866
ENSG00000198417	0	1
ENSG00000198420	231	252
ENSG00000198429	0	0
ENSG00000198431	1595	1154
ENSG00000198435	15	99
ENSG00000198440	40	32
ENSG00000198443	0	0
ENSG00000198445	0	0
ENSG00000198453	82	135
ENSG00000198455	39	24
ENSG00000198464	167	119
ENSG00000198466	74	20
ENSG00000198467	52	9
ENSG00000198471	0	0
ENSG00000198478	44	98
ENSG00000198482	0	72
ENSG00000198483	0	0
ENSG00000198488	0	0
ENSG00000198492	1312	1322
ENSG00000198498	337	283
ENSG00000198502	3	26
ENSG00000198513	46	102
ENSG00000198515	12	1
ENSG00000198517	20	30
ENSG00000198520	0	0
ENSG00000198521	0	106
ENSG00000198522	370	428
ENSG00000198523	1	0
ENSG00000198535	1	42
ENSG00000198538	80	50
ENSG00000198542	0	0
ENSG00000198546	83	76
ENSG00000198547	0	0
ENSG00000198551	87	102
ENSG00000198553	98	3
ENSG00000198554	950	515
ENSG00000198556	80	16
ENSG00000198561	1157	925
ENSG00000198563	3529	4962
ENSG00000198569	11	1
ENSG00000198570	1	0
ENSG00000198573	0	0
ENSG00000198574	0	0
ENSG00000198576	6	31
ENSG00000198585	58	99
ENSG00000198586	476	179
ENSG00000198589	2742	1549
ENSG00000198597	67	217
ENSG00000198598	6	23
ENSG00000198601	0	0
ENSG00000198604	2468	1426
ENSG00000198610	0	0
ENSG00000198612	333	853
ENSG00000198624	23	17
ENSG00000198625	468	54
ENSG00000198626	130	283
ENSG00000198633	0	0
ENSG00000198642	775	646
ENSG00000198643	1	0
ENSG00000198646	452	262
ENSG00000198648	293	357
ENSG00000198650	0	0
ENSG00000198663	199	252
ENSG00000198668	943	1930
ENSG00000198670	0	0
ENSG00000198673	0	0
ENSG00000198674	0	0
ENSG00000198677	2482	1706
ENSG00000198678	0	0
ENSG00000198680	43	38
ENSG00000198681	2	0
ENSG00000198682	113	416
ENSG00000198689	244	139
ENSG00000198690	378	194
ENSG00000198691	1	0
ENSG00000198692	0	8
ENSG00000198695	0	0
ENSG00000198700	1620	1082
ENSG00000198704	0	0
ENSG00000198707	1235	511
ENSG00000198712	0	0
ENSG00000198715	226	303
ENSG00000198718	234	100
ENSG00000198719	39	43
ENSG00000198720	78	146
ENSG00000198721	966	1207
ENSG00000198722	787	187
ENSG00000198723	5	3
ENSG00000198727	0	0
ENSG00000198728	252	597
ENSG00000198729	38	145
ENSG00000198730	1271	1414
ENSG00000198732	210	296
ENSG00000198734	2	0
ENSG00000198736	21	132
ENSG00000198739	0	0
ENSG00000198740	213	91
ENSG00000198742	313	145
ENSG00000198743	418	344
ENSG00000198746	154	110
ENSG00000198752	999	508
ENSG00000198753	2	3
ENSG00000198754	6	0
ENSG00000198755	4267	2696
ENSG00000198756	53	28
ENSG00000198758	0	0
ENSG00000198759	0	0
ENSG00000198763	0	0
ENSG00000198765	0	0
ENSG00000198768	4	0
ENSG00000198771	0	0
ENSG00000198774	4	39
ENSG00000198780	426	236
ENSG00000198783	174	137
ENSG00000198785	4	2
ENSG00000198786	0	0
ENSG00000198788	0	0
ENSG00000198791	627	195
ENSG00000198792	215	186
ENSG00000198793	2488	1329
ENSG00000198794	18	37
ENSG00000198795	55	63
ENSG00000198796	0	0
ENSG00000198797	0	1
ENSG00000198798	0	0
ENSG00000198799	580	181
ENSG00000198804	0	0
ENSG00000198805	570	1188
ENSG00000198807	15	65
ENSG00000198812	0	0
ENSG00000198814	118	99
ENSG00000198815	226	574
ENSG00000198816	132	117
ENSG00000198818	214	610
ENSG00000198821	0	0
ENSG00000198822	6	1
ENSG00000198824	172	643
ENSG00000198825	201	367
ENSG00000198826	1008	598
ENSG00000198829	0	0
ENSG00000198830	1745	3024
ENSG00000198832	78	31
ENSG00000198833	312	463
ENSG00000198835	6	2
ENSG00000198836	1416	1238
ENSG00000198837	323	147
ENSG00000198838	27	2
ENSG00000198839	271	406
ENSG00000198840	0	0
ENSG00000198841	23	69
ENSG00000198842	0	0
ENSG00000198843	233	150
ENSG00000198844	0	0
ENSG00000198846	6	3
ENSG00000198848	0	0
ENSG00000198851	0	2
ENSG00000198853	66	100
ENSG00000198854	0	0
ENSG00000198855	32	39
ENSG00000198856	409	240
ENSG00000198858	96	90
ENSG00000198860	137	92
ENSG00000198862	1112	1098
ENSG00000198863	134	98
ENSG00000198865	0	0
ENSG00000198870	14	1
ENSG00000198873	61	23
ENSG00000198874	249	98
ENSG00000198876	450	359
ENSG00000198879	328	127
ENSG00000198881	0	0
ENSG00000198883	0	0
ENSG00000198885	199	1
ENSG00000198886	0	0
ENSG00000198887	1072	440
