	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
TOB1	252	220	239	215
TOB2	197	191	161	171
TOE1	706	636	652	423
TOGARAM1	494	454	448	343
TOLLIP	153	135	112	96
TOM1	299	274	337	242
TOM1L1	908	770	937	608
TOM1L2	520	449	375	427
TOMM20	1372	1247	1582	1041
TOMM22	1812	1653	1552	1072
TOMM34	952	946	812	668
TOMM40	1387	1321	1370	1053
TOMM40L	247	274	274	182
TOMM5	578	642	425	306
TOMM6	655	607	571	311
TOMM7	1776	1520	1545	913
TOMM70	3248	2965	2817	2104
TONSL	1174	976	971	879
TOP1	3263	2995	2196	2584
TOP1MT	580	516	584	425
TOP2A	11513	10891	10604	7804
TOP2B	11853	11621	10200	8141
TOP3A	2328	1939	1842	1835
TOP3B	904	811	802	738
TOPBP1	4282	3903	4025	3166
TOPORS	1540	1419	1729	1193
TOR1A	556	454	488	352
TOR1AIP1	877	800	877	707
TOR1AIP2	1801	1502	1572	1400
TOR1B	211	197	213	165
TOR2A	115	92	102	86
TOR3A	768	718	638	551
TOX4	746	632	916	701
TP53	958	836	919	927
TP53BP1	3002	2749	2697	2262
TP53BP2	2369	2134	2160	1746
TP53I11	48	47	49	43
TP53I13	188	136	135	94
TP53I3	83	84	86	64
TP53INP1	74	45	63	68
TP53RK	353	368	340	238
TP73	98	71	92	85
TPBG	113	79	113	70
TPCN1	182	160	176	177
TPCN2	113	122	112	78
TPD52	106	100	68	56
TPD52L1	126	131	141	116
TPD52L2	707	640	585	506
TPGS1	91	88	58	34
TPGS2	808	698	786	617
TPI1	5354	5229	4892	3452
TPM1	576	653	575	406
TPM2	107	127	95	79
TPM3	2082	1908	1829	1275
TPM4	378	437	336	247
TPMT	483	484	454	318
TPP1	434	377	268	399
TPP2	2391	2203	2267	1680
TPR	19971	19155	19316	14565
TPRA1	286	210	291	215
TPRG1L	75	77	104	92
TPRKB	596	573	671	405
TPRN	266	245	277	242
TPST1	240	199	260	175
TPST2	177	141	163	137
TPT1	10155	9531	9559	6308
TPX2	4526	4109	3681	3576
TRA2A	1276	1105	1279	995
TRA2B	2933	2693	3221	2175
TRABD	727	631	638	519
TRADD	45	48	40	36
TRAF2	419	450	336	277
TRAF3	645	626	610	496
TRAF3IP1	512	484	590	424
TRAF3IP2	149	123	118	131
TRAF4	405	356	401	301
TRAF5	210	227	170	148
TRAF6	312	273	256	249
TRAF7	816	645	855	714
TRAFD1	958	843	1008	760
TRAIP	511	515	508	418
TRAK1	740	655	656	597
TRAK2	637	557	624	505
TRAM1	1910	1601	2351	1432
TRAM1L1	43	40	62	34
TRAM2	144	112	115	90
TRAP1	4804	4544	4561	3442
TRAPPC1	363	302	308	338
TRAPPC10	1354	1293	1153	1024
TRAPPC11	903	888	806	693
TRAPPC12	632	589	587	443
TRAPPC13	688	667	680	484
TRAPPC2	122	110	130	107
TRAPPC2L	657	658	666	450
TRAPPC3	596	601	558	432
TRAPPC4	607	567	599	405
TRAPPC5	341	283	389	242
TRAPPC6A	70	74	65	52
TRAPPC6B	138	174	167	111
TRAPPC8	1625	1490	1581	1219
TRAPPC9	350	273	259	302
TRDMT1	171	169	175	123
TREX1	39	31	41	30
TREX2	165	191	146	120
TRIAP1	128	147	145	83
TRIB1	179	128	175	177
TRIB3	180	175	139	107
TRIM11	563	555	496	398
TRIM13	602	559	616	485
TRIM14	96	114	68	64
TRIM16	56	70	72	75
TRIM16L	78	73	94	59
TRIM2	440	381	433	276
TRIM21	94	92	91	64
TRIM23	573	586	562	411
TRIM24	1179	930	1055	929
TRIM25	447	375	392	357
TRIM26	412	447	402	366
TRIM27	2108	1871	1954	1566
TRIM28	9982	8623	9581	8519
TRIM3	115	116	129	117
TRIM32	341	311	230	214
TRIM33	2173	1958	2157	1708
TRIM35	212	180	153	101
TRIM36	117	115	122	100
TRIM37	1932	1834	1786	1387
TRIM38	139	116	92	72
TRIM39	48	38	47	45
TRIM4	468	429	365	331
TRIM41	585	672	681	469
TRIM44	323	340	335	193
TRIM45	176	181	133	120
TRIM47	53	53	43	29
TRIM5	55	66	56	54
TRIM52	218	231	217	177
TRIM59	230	229	195	152
TRIM62	66	42	35	76
TRIM65	501	422	414	368
TRIM66	234	198	153	216
TRIM68	173	142	147	129
TRIM71	114	100	80	85
TRIM8	358	345	250	284
TRIM9	242	246	212	189
TRIO	3041	2598	2628	2350
TRIOBP	400	346	296	272
TRIP10	366	373	327	266
TRIP11	1834	1765	1914	1457
TRIP12	8218	7053	7304	6164
TRIP13	1150	1023	1252	895
TRIP4	290	251	200	243
TRIP6	761	780	711	565
TRIR	741	821	650	422
TRIT1	571	566	548	419
TRMO	370	286	350	296
TRMT1	1449	1347	1444	1116
TRMT10A	314	276	326	223
TRMT10B	180	183	155	136
TRMT10C	2391	2302	2389	1641
TRMT11	1544	1579	1232	1017
TRMT112	1029	957	899	506
TRMT12	485	432	399	292
TRMT13	614	623	522	401
TRMT1L	1076	1029	980	783
TRMT2A	1420	1364	1362	1070
TRMT2B	524	471	456	391
TRMT44	492	429	396	339
TRMT5	816	720	733	542
TRMT6	989	894	903	663
TRMT61A	261	203	236	178
TRMT61B	445	386	428	315
TRMU	952	934	962	692
TRNAU1AP	647	570	533	362
TRNT1	587	603	457	416
TRO	647	565	663	505
TROAP	992	827	933	800
TRPC1	616	615	542	436
TRPC3	76	74	64	43
TRPC4AP	1905	1769	1808	1510
TRPM4	90	91	65	62
TRPM6	40	32	28	29
TRPM7	2568	2289	2299	1758
TRPS1	758	646	692	587
TRPT1	149	154	163	98
TRPV1	236	196	191	212
TRRAP	6670	5476	4547	5532
TRUB1	814	684	767	549
TRUB2	861	769	805	568
TSC1	754	703	775	677
TSC2	1908	1673	1701	1692
TSC22D1	733	622	597	504
TSC22D2	423	363	381	336
TSC22D3	622	671	596	369
TSC22D4	123	116	107	96
TSEN15	268	248	243	190
TSEN2	704	633	624	485
TSEN34	615	505	627	399
TSEN54	550	520	511	406
TSFM	807	756	736	504
TSG101	740	603	791	563
TSGA10	101	111	95	77
TSHZ1	466	393	489	413
TSHZ2	63	48	51	56
TSHZ3	130	83	82	79
TSKU	45	29	41	34
TSN	1222	1135	1146	804
TSNARE1	103	74	93	73
TSNAX	898	872	833	608
TSNAXIP1	54	51	61	57
TSPAN12	173	158	173	89
TSPAN13	224	211	241	163
TSPAN14	68	60	56	65
TSPAN15	144	120	132	97
TSPAN17	239	232	274	223
TSPAN3	2591	2191	2617	1700
TSPAN31	144	127	150	102
TSPAN33	120	101	110	81
TSPAN4	157	110	138	89
TSPAN5	99	73	91	64
TSPAN6	930	873	917	557
TSPAN9	51	53	54	55
TSPO	361	272	292	219
TSPYL1	2670	2544	2735	1855
TSPYL2	497	436	565	429
TSPYL4	149	129	98	85
TSR1	4836	4499	4787	3275
TSR2	435	430	427	289
TSR3	594	576	498	344
TSSC4	411	366	397	293
TSSK2	55	52	56	47
TSSK3	136	110	132	159
TSSK4	88	90	53	75
TST	416	335	427	285
TSTA3	532	437	491	343
TSTD2	388	318	247	230
TTBK2	480	457	469	404
TTC1	1112	1155	1188	770
TTC12	538	487	504	390
TTC13	1395	1282	1196	948
TTC14	889	923	851	706
TTC17	1451	1228	1406	1140
TTC19	765	745	683	559
TTC21B	1236	1096	1088	911
TTC23	300	279	272	219
TTC26	477	404	494	355
TTC27	1477	1374	1445	1126
TTC28	1532	1241	1196	1259
TTC3	5263	4810	4404	3980
TTC30A	101	62	82	46
TTC30B	93	69	90	62
TTC31	249	181	201	182
TTC32	154	124	150	83
TTC33	275	310	204	174
TTC37	5245	4670	5071	3501
TTC38	617	553	572	440
TTC39A	100	119	122	100
TTC39B	115	106	75	54
TTC39C	184	148	139	126
TTC4	1098	999	1041	689
TTC5	587	551	522	378
TTC7A	187	183	154	147
TTC7B	587	481	439	375
TTC8	411	376	416	259
TTC9C	223	191	224	162
TTF1	921	924	858	702
TTF2	3595	3351	3290	2711
TTI1	1439	1246	1296	1153
TTI2	392	361	391	293
TTK	2613	2430	2576	1695
TTL	570	463	567	462
TTLL1	67	58	59	42
TTLL11	122	124	97	104
TTLL12	1438	1320	1395	1085
TTLL3	176	145	152	162
TTLL4	1360	1181	1188	1164
TTLL5	1092	916	911	798
TTLL7	267	241	253	197
TTN	7413	6186	7273	5821
TTPAL	241	205	221	204
TTYH2	43	33	35	42
TTYH3	263	202	130	199
TUB	610	572	517	477
TUBA1A	580	542	708	425
TUBA1B	7672	6748	9245	5791
TUBA1C	4286	3757	4400	2779
TUBA8	66	55	68	72
TUBB	12392	9908	14651	10476
TUBB1	39	42	40	34
TUBB2A	126	122	145	90
TUBB2B	201	218	195	139
TUBB4B	5407	4841	6107	4483
TUBB6	904	755	877	654
TUBD1	282	240	273	214
TUBE1	491	416	562	387
TUBG1	933	847	984	734
TUBGCP2	2008	1746	2036	1583
TUBGCP3	776	718	683	684
TUBGCP4	930	814	749	674
TUBGCP5	1212	1060	1031	824
TUBGCP6	2028	1666	1801	1688
TUFM	4647	4182	4538	3228
TUFT1	155	157	220	164
TULP3	380	326	331	252
TULP4	551	463	362	495
TUSC1	85	90	49	27
TUSC2	195	175	148	99
TUSC3	826	811	821	585
TUT1	180	158	161	104
TUT4	2610	2418	1939	2117
TUT7	1178	1108	1006	805
TVP23B	276	267	250	155
TWF1	377	366	406	254
TWF2	364	365	316	212
TWISTNB	730	685	727	465
TWNK	893	693	772	731
TWSG1	271	258	252	183
TXLNA	2946	2804	3019	2570
TXLNG	1300	1322	1230	1022
TXN	6250	6036	5168	3380
TXN2	320	307	404	257
TXNDC11	577	477	577	465
TXNDC12	443	434	448	287
TXNDC15	441	422	371	260
TXNDC16	733	652	654	552
TXNDC17	942	871	818	495
TXNDC5	3749	3434	3207	2384
TXNDC9	479	376	395	320
TXNIP	166	143	134	93
TXNL1	627	575	626	486
TXNL4A	785	715	717	512
TXNL4B	160	124	118	103
TXNRD1	3349	3298	3173	2140
TXNRD2	511	538	453	354
TXNRD3	620	603	527	392
TYK2	1109	924	1096	901
TYMP	80	73	64	50
TYMS	1406	1173	936	1046
TYRO3	390	350	372	292
TYSND1	283	251	247	202
TYW1	480	438	422	385
TYW1B	81	85	94	88
TYW3	727	751	702	469
TYW5	212	177	171	146
U2AF1L4	40	36	39	32
U2AF2	3886	3747	4173	3167
U2SURP	10807	10549	10061	7561
UACA	1698	1696	1556	1158
UAP1	1771	1650	1764	1224
UAP1L1	96	92	66	50
UBA1	9603	8367	9300	8066
UBA2	4105	3738	3922	2802
UBA3	1546	1556	1537	1041
UBA5	905	908	835	625
UBA52	7617	6651	7903	4893
UBA6	2685	2412	2635	1841
UBAC1	745	669	711	510
UBAC2	387	353	415	287
UBALD1	69	58	78	59
UBALD2	48	27	55	30
UBAP1	615	526	616	455
UBAP2	1247	1015	1297	1092
UBAP2L	4505	3522	4105	4013
UBASH3B	54	40	58	33
UBB	10138	10273	9144	6167
UBC	7201	6627	8028	5671
UBE2A	440	397	542	402
UBE2B	154	167	178	123
UBE2C	1558	1235	1762	1038
UBE2D1	142	160	200	139
UBE2D2	751	737	721	477
UBE2D3	881	698	1009	653
UBE2D4	69	58	51	45
UBE2E1	1239	1014	1385	886
UBE2E2	323	247	242	228
UBE2E3	408	340	303	307
UBE2F	109	70	137	88
UBE2G1	473	460	392	299
UBE2G2	833	836	676	514
UBE2H	160	162	134	108
UBE2I	926	903	1038	707
UBE2J1	583	587	703	466
UBE2J2	533	437	528	411
UBE2K	529	470	437	366
UBE2L3	729	580	742	448
UBE2M	804	627	863	596
UBE2N	855	857	829	540
UBE2O	1993	1526	1368	1505
UBE2Q1	1097	986	1030	796
UBE2Q2	530	467	498	339
UBE2R2	463	441	372	354
UBE2S	481	446	460	315
UBE2T	1262	1121	1310	843
UBE2V2	601	621	622	379
UBE2Z	487	481	425	381
UBE3A	2178	2196	1978	1547
UBE3B	733	570	663	599
UBE3C	3650	3191	3377	2625
UBE3D	468	419	385	309
UBE4A	2451	2120	2345	1913
UBE4B	1429	1210	1138	1155
UBFD1	567	542	513	384
UBIAD1	294	259	366	240
UBL3	111	125	148	109
UBL4A	490	447	442	294
UBL5	907	846	862	567
UBL7	873	791	971	716
UBLCP1	633	585	461	420
UBN1	1341	1219	1152	1124
UBN2	757	686	580	695
UBOX5	142	92	105	100
UBP1	1820	1569	1600	1398
UBQLN1	3046	2579	2770	2408
UBQLN2	684	507	515	630
UBQLN4	371	319	387	321
UBR1	1689	1507	1494	1203
UBR2	2372	2107	2092	1662
UBR3	2648	2421	2485	1986
UBR4	10568	8911	7928	8639
UBR5	7057	6268	5867	4873
UBR7	833	828	632	534
UBTD1	50	67	43	32
UBTD2	354	315	347	272
UBTF	3040	2865	2750	2228
UBXN1	929	992	1017	658
UBXN11	333	359	360	295
UBXN2A	380	358	361	270
UBXN2B	330	306	272	213
UBXN4	1167	1112	1112	941
UBXN6	552	444	585	413
UBXN7	502	450	356	370
UBXN8	368	365	397	266
UCHL1	2976	2816	2364	1854
UCHL3	1055	1012	1017	692
UCHL5	2021	1945	1773	1315
UCK1	439	414	363	284
UCK2	1659	1620	1535	1135
UCKL1	456	363	501	380
UCP2	174	122	81	164
UEVLD	240	138	230	166
UFC1	879	854	879	569
UFD1	1179	1101	1231	823
UFL1	994	956	1009	684
UFM1	227	219	192	103
UFSP1	50	39	40	26
UFSP2	324	292	335	268
UGCG	368	308	350	255
UGDH	486	517	424	358
UGGT1	3370	3129	3025	2442
UGGT2	1665	1575	1440	1131
UGP2	776	726	671	546
UGT8	374	336	327	295
UHMK1	1145	949	1071	799
UHRF1	1401	1312	1128	1080
UHRF1BP1	959	854	796	768
UHRF1BP1L	1561	1405	1446	1194
UHRF2	900	773	663	564
UIMC1	1531	1555	1279	1157
ULBP3	138	132	124	101
ULK1	202	147	148	178
ULK2	208	161	207	163
ULK3	879	789	812	668
ULK4	525	504	464	408
UMAD1	79	76	73	51
UMPS	1752	1567	1727	1315
UNC119	150	142	178	120
UNC119B	289	260	293	216
UNC13B	1786	1537	1618	1307
UNC45A	2278	2283	2101	1601
UNC50	510	489	516	363
UNC5B	228	199	178	192
UNC5C	187	138	153	132
UNC93B1	102	75	117	73
UNCX	130	132	95	74
UNG	1388	1234	1526	1087
UNK	381	262	373	314
UNKL	151	175	135	139
UPF1	1890	1531	1654	1624
UPF2	1757	1670	1546	1269
UPF3A	119	85	100	67
UPF3B	988	1090	976	660
UPK3BL2	47	49	40	40
UPP1	101	105	102	75
UPRT	205	216	224	179
UQCC1	491	501	560	399
UQCC2	673	581	730	440
UQCC3	173	140	156	104
UQCR10	782	641	890	521
UQCRB	2253	2284	2036	1125
UQCRC1	4325	3889	4175	3013
UQCRC2	3624	3010	3821	2561
UQCRFS1	1235	1230	1120	868
UQCRH	1495	1576	1225	812
UQCRQ	1903	1747	1527	991
URB1	3988	3454	3408	3227
URB2	4100	3644	3983	3330
URGCP	758	653	687	578
URI1	2945	2930	2714	2127
URM1	185	151	190	128
UROD	1408	1239	1345	880
UROS	941	905	898	698
USB1	246	206	130	189
USE1	160	165	187	119
USF1	640	542	639	459
USF2	499	489	583	419
USF3	878	665	723	787
USO1	2893	2741	3010	2154
USP1	7497	7123	7256	5272
USP10	2431	2107	2386	1988
USP11	1852	1568	1830	1564
USP12	260	252	264	185
USP13	660	660	436	501
USP14	1549	1264	867	1292
USP15	2306	2217	2101	1546
USP16	3402	3043	3353	2309
USP18	181	152	136	91
USP19	2417	2336	2218	1959
USP2	77	87	50	73
USP20	324	283	281	253
USP21	427	403	382	392
USP22	4940	4129	4692	3677
USP24	7988	7485	7184	5784
USP25	1902	1754	1837	1332
USP27X	60	56	50	44
USP28	1604	1365	1480	1107
USP3	488	396	399	319
USP30	195	161	213	141
USP31	527	427	407	383
USP32	1009	892	843	691
USP33	3302	2954	3169	2262
USP34	7060	6186	5889	5078
USP35	112	102	80	80
USP36	1087	916	748	901
USP37	1229	1069	1122	944
USP38	1731	1457	1650	1241
USP39	1698	1549	1677	1311
USP4	691	639	544	603
USP40	705	720	608	493
USP42	392	329	302	309
USP43	80	75	92	89
USP44	134	128	144	84
USP45	747	730	674	564
USP46	427	435	393	345
USP47	2795	2813	2754	1930
USP48	2309	2219	1963	1723
USP49	155	132	107	108
USP5	2184	2158	2198	1680
USP51	61	53	61	49
USP53	1141	1126	1082	875
USP54	1125	956	911	884
USP6NL	417	369	420	295
USP7	4035	3979	3657	3103
USP8	1197	1094	1115	953
USP9X	17599	15853	16063	13161
USPL1	1090	923	951	755
UST	247	212	235	182
UTP11	1255	1248	1246	947
UTP14A	2411	2488	2479	1828
UTP14C	625	575	552	486
UTP15	1261	1086	1153	855
UTP18	2721	2575	2194	1673
UTP20	6388	5832	5791	4742
UTP23	353	282	316	250
UTP25	1250	1195	1301	1095
UTP3	1031	970	855	702
UTP4	1347	1222	1091	1294
UTP6	1850	1863	1710	1265
UTRN	4115	3858	3564	3007
UVRAG	503	474	412	403
UVSSA	260	235	180	183
UXS1	461	438	429	356
UXT	558	437	629	413
VAC14	669	540	577	578
VAMP3	286	230	335	235
VAMP4	82	57	61	44
VAMP7	981	850	1018	731
VAMP8	90	89	90	70
VANGL1	337	283	344	264
VANGL2	147	71	85	128
VAPA	1201	1182	1050	785
VAPB	402	326	334	331
VARS	2998	2544	2349	2461
VARS2	745	739	831	674
VASH1	169	177	131	127
VASH2	71	68	56	53
VASP	221	211	189	159
VAT1	678	571	571	487
VAV1	65	48	69	50
VAV2	380	282	329	318
VAV3	96	90	95	70
VBP1	2599	2457	2226	1484
VCAN	2738	2311	2247	2051
VCL	2856	2653	2891	2602
VCP	10826	10286	10282	7987
VCPIP1	900	816	775	673
VCPKMT	136	114	96	60
VDAC1	1482	1362	1816	1175
VDAC2	876	783	837	599
VDAC3	2753	2589	2692	1798
VEGFA	182	172	204	149
VEGFB	72	72	62	49
VEZF1	268	245	317	221
VEZT	1482	1331	1433	1055
VGLL4	169	142	162	130
VHL	688	750	541	392
VILL	101	113	98	91
VIM	9772	8859	8644	7588
VIPAS39	244	248	259	218
VIPR1	54	41	44	33
VIRMA	3253	2754	3114	2412
VKORC1L1	122	101	132	91
VLDLR	63	57	39	45
VMA21	348	352	395	224
VMP1	865	810	781	645
VPS11	751	633	767	584
VPS13A	5909	5640	5304	4357
VPS13B	2621	2307	2274	1993
VPS13C	3682	3452	3274	2630
VPS13D	3868	3447	3135	2903
VPS16	733	620	697	550
VPS18	581	502	486	383
VPS25	792	669	810	591
VPS26A	926	887	736	653
VPS26B	381	381	362	294
VPS26C	333	306	357	254
VPS28	398	374	362	266
VPS29	901	785	780	558
VPS33A	260	253	194	171
VPS35	3303	3133	2952	2250
VPS35L	886	734	818	695
VPS36	724	704	617	520
VPS37A	303	269	328	198
VPS37B	131	110	88	71
VPS37C	143	143	123	110
VPS39	678	539	582	558
VPS41	1489	1512	1363	924
VPS45	1363	1256	1284	911
VPS4A	174	196	194	152
VPS4B	591	500	504	375
VPS50	976	900	1025	621
VPS51	1160	1078	1122	762
VPS52	824	728	753	676
VPS53	771	627	590	635
VPS54	1213	1159	1109	828
VPS72	1100	1059	1157	822
VPS8	1053	887	942	663
VPS9D1	333	210	176	229
VRK1	2295	2169	2172	1539
VRK2	1079	990	1054	793
VRK3	455	392	424	346
VSIG10	105	82	94	66
VTA1	885	814	1080	713
VTI1A	400	329	302	269
VTI1B	793	692	882	554
VWA8	1795	1581	1459	1351
VWDE	641	613	493	400
WAC	1296	949	1584	1163
WAPL	4002	3805	3630	2912
WARS	1689	1434	1862	1378
WARS2	576	522	542	421
WASF1	753	626	554	578
WASF2	343	256	253	295
WASF3	339	289	312	262
WASHC2A	481	456	451	357
WASHC2C	397	412	368	286
WASHC3	185	140	179	123
WASHC4	1829	1779	1788	1443
WASHC5	1747	1510	1868	1315
WASL	339	273	317	290
WBP1	183	157	213	129
WBP11	1243	1120	1356	1203
WBP1L	79	92	83	59
WBP2	270	221	284	235
WBP4	354	298	296	214
WDCP	734	615	723	516
WDFY1	322	300	319	271
WDFY2	146	137	115	98
WDFY3	3159	2809	2915	2564
WDHD1	1933	1667	1706	1214
WDPCP	235	215	218	177
WDR1	1948	1801	2183	1597
WDR11	2257	2006	2216	1682
WDR12	1776	1717	1691	1170
WDR13	404	358	430	305
WDR17	486	474	389	345
WDR18	706	668	711	549
WDR19	996	833	832	611
WDR20	411	330	375	312
WDR24	348	315	292	268
WDR25	166	152	157	97
WDR26	2752	2534	1780	2080
WDR27	479	418	421	358
WDR3	4737	4494	4530	3253
WDR33	3201	2655	3039	2394
WDR34	1483	1248	1350	1008
WDR35	1545	1351	1212	960
WDR36	2683	2357	2597	1799
WDR37	346	300	248	237
WDR4	727	666	528	497
WDR41	1349	1276	1074	832
WDR43	5642	5058	5524	3760
WDR44	1389	1339	1175	1067
WDR45	278	209	246	193
WDR45B	912	739	964	578
WDR46	1529	1457	1539	1079
WDR47	529	494	632	515
WDR48	1926	1673	1766	1245
WDR5	1293	1228	1140	859
WDR53	154	135	165	124
WDR54	407	393	433	314
WDR55	520	495	441	387
WDR59	1095	915	867	854
WDR5B	131	100	121	98
WDR6	3964	3496	3857	3076
WDR60	521	486	540	372
WDR61	1666	1624	1590	1048
WDR62	1129	993	951	955
WDR63	52	30	49	36
WDR66	47	51	46	45
WDR7	1012	901	896	749
WDR70	1157	1075	1032	769
WDR73	1155	980	981	845
WDR74	880	789	791	574
WDR75	2885	2750	2710	1885
WDR76	980	949	946	672
WDR77	2517	2320	2545	1847
WDR78	67	47	61	40
WDR81	659	643	537	538
WDR82	1322	1037	1330	998
WDR83	214	246	208	183
WDR83OS	581	559	559	375
WDR89	478	446	365	302
WDR90	829	676	713	724
WDR91	351	278	302	248
WDR92	244	254	250	164
WDSUB1	212	201	176	146
WDTC1	413	311	319	358
WDYHV1	100	69	84	84
WEE1	964	934	768	642
WFS1	307	246	301	239
WHAMM	314	282	287	251
WHRN	129	99	84	97
WIPF1	61	38	43	46
WIPF2	56	50	73	57
WIPI1	73	58	64	47
WIPI2	968	899	1035	780
WIZ	571	386	355	493
WLS	1965	1610	1778	1422
WNK1	4952	3857	3692	4430
WNK2	678	531	299	545
WNK3	806	723	806	662
WNK4	72	48	58	40
WNT5A	144	121	106	82
WRAP53	678	579	598	482
WRAP73	562	529	576	465
WRN	1470	1310	1220	1017
WRNIP1	1665	1523	1497	1112
WSB1	650	666	581	490
WSB2	512	437	403	343
WSCD1	112	93	107	69
WT1	51	45	52	40
WTAP	1559	1444	1542	1174
WTIP	35	38	36	37
WWC1	701	639	656	541
WWC2	988	938	947	726
WWOX	346	362	335	274
WWP1	971	943	702	735
WWP2	479	391	435	444
WWTR1	73	41	83	73
XAB2	628	507	511	499
XBP1	1532	1484	1345	1014
XIAP	817	763	649	540
XK	54	57	43	42
XKR8	101	67	93	53
XPA	439	425	365	260
XPC	1374	1353	1215	1031
XPNPEP1	1361	1175	1352	913
XPNPEP3	669	539	497	542
XPO1	12741	11875	11804	8864
XPO4	2178	1884	1931	1521
XPO5	5345	4525	4687	4021
XPO6	4115	3652	3799	3074
XPO7	2165	1849	2069	1731
XPOT	4436	3962	4537	3319
XPR1	937	842	861	694
XRCC1	677	578	629	521
XRCC2	601	604	488	449
XRCC3	467	425	447	344
XRCC4	284	288	254	190
XRCC5	15880	15002	15094	10418
XRCC6	11803	11441	12094	8204
XRN1	1367	1314	1281	1070
XRN2	5075	4658	4939	3706
XRRA1	288	261	223	261
XXYLT1	174	166	150	131
XYLB	1009	815	691	701
XYLT2	371	326	346	315
YAE1	373	355	305	183
YAF2	215	186	168	143
YAP1	419	391	408	338
YARS	5368	5167	4781	3875
YARS2	906	842	947	671
YBEY	177	152	183	132
YBX1	4833	4356	5119	3091
YBX3	2708	2892	2434	1917
YDJC	1012	904	730	530
YEATS2	1213	1000	980	914
YEATS4	723	758	685	472
YES1	835	831	803	609
YIF1A	634	589	785	526
YIF1B	427	309	476	336
YIPF1	251	207	247	159
YIPF2	330	279	331	210
YIPF3	463	406	546	347
YIPF4	563	466	590	361
YIPF5	514	430	564	344
YIPF6	411	428	446	301
YJU2	279	318	338	223
YKT6	610	599	612	465
YLPM1	3379	2786	2266	2839
YME1L1	3527	3197	3341	2491
YOD1	827	757	675	552
YPEL5	91	92	79	60
YRDC	579	510	492	322
YTHDC1	2053	1939	2174	1428
YTHDC2	3190	2971	2683	2214
YTHDF1	926	798	882	686
YTHDF2	2695	2219	2704	1893
YTHDF3	1180	1017	1230	1001
YWHAB	2239	2056	2023	1773
YWHAE	6641	6159	5560	5046
YWHAG	1494	1536	1364	1064
YWHAH	1389	1252	1246	1016
YWHAQ	3582	3565	3276	2303
YWHAZ	1173	1030	907	850
YY1	1357	1315	1246	987
YY1AP1	930	791	824	746
YY2	106	92	81	89
ZACN	418	365	463	294
ZADH2	392	337	360	260
ZBBX	41	55	40	26
ZBED1	405	347	361	285
ZBED4	811	751	703	659
ZBED5	1497	1416	1307	1104
ZBED6	1189	1106	1045	969
ZBED6CL	65	64	57	46
ZBED8	248	186	204	161
ZBED9	483	464	491	388
ZBTB1	778	730	863	623
ZBTB10	1807	1643	1563	1306
ZBTB11	2237	2000	1914	1631
ZBTB12	141	139	133	88
ZBTB14	217	240	200	180
ZBTB17	367	325	356	268
ZBTB18	829	777	738	583
ZBTB2	456	382	496	325
ZBTB21	602	561	488	469
ZBTB22	151	138	156	104
ZBTB24	806	653	804	605
ZBTB25	103	100	120	123
ZBTB26	174	178	127	129
ZBTB3	134	129	139	106
ZBTB33	1249	1091	1230	914
ZBTB34	254	288	231	178
ZBTB37	244	201	223	176
ZBTB38	463	381	434	320
ZBTB39	403	341	350	328
ZBTB4	119	94	98	94
ZBTB40	1241	1139	1140	1001
ZBTB41	564	551	515	417
ZBTB43	274	256	261	246
ZBTB44	873	728	693	683
ZBTB45	72	52	47	53
ZBTB46	75	73	73	70
ZBTB47	231	217	209	166
ZBTB48	399	403	374	313
ZBTB49	124	134	158	107
ZBTB5	487	427	381	392
ZBTB6	338	296	338	248
ZBTB7A	204	146	96	127
ZBTB7B	92	78	69	47
ZBTB8A	264	217	237	197
ZBTB8OS	523	498	530	342
ZBTB9	191	169	156	121
ZC2HC1A	99	98	116	63
ZC3H10	127	109	105	87
ZC3H12A	68	45	60	57
ZC3H12B	102	101	98	97
ZC3H12C	282	247	270	203
ZC3H13	2679	2604	2650	2241
ZC3H14	2915	2642	2934	2254
ZC3H15	3515	3653	3049	2289
ZC3H18	968	872	757	762
ZC3H3	277	203	210	277
ZC3H4	982	941	621	736
ZC3H6	113	115	144	111
ZC3H7A	2031	1945	1448	1443
ZC3H7B	1185	987	1239	955
ZC3H8	401	383	351	288
ZC3HAV1	1426	1141	1170	1043
ZC3HAV1L	166	134	132	115
ZC3HC1	714	727	613	469
ZC4H2	150	117	100	104
ZCCHC10	189	192	196	136
ZCCHC12	928	926	805	594
ZCCHC14	642	525	496	500
ZCCHC17	723	643	730	506
ZCCHC2	246	217	281	256
ZCCHC24	52	39	52	50
ZCCHC3	302	337	241	199
ZCCHC4	252	197	192	169
ZCCHC7	591	571	516	444
ZCCHC8	744	620	603	505
ZCCHC9	581	554	554	385
ZCRB1	782	709	770	550
ZCWPW1	53	33	52	45
ZDBF2	2421	2391	1972	1530
ZDHHC1	56	39	60	47
ZDHHC12	177	134	146	122
ZDHHC13	536	444	537	342
ZDHHC14	68	63	105	67
ZDHHC16	520	454	616	435
ZDHHC17	803	680	692	593
ZDHHC18	160	133	153	127
ZDHHC2	353	315	389	246
ZDHHC20	489	444	506	327
ZDHHC21	137	140	138	81
ZDHHC23	215	197	165	130
ZDHHC24	73	52	44	44
ZDHHC3	846	768	799	598
ZDHHC4	487	412	442	317
ZDHHC5	843	651	945	783
ZDHHC6	814	728	753	590
